Station,Date,temp
Bogra,2018-05-20,29
Bogra,2018-05-21,28.7
Bogra,2018-05-22,28.1
Bogra,2018-05-23,27.1
Bogra,2018-05-24,29.2
Bogra,2018-05-25,29.4
Bogra,2018-05-26,30.3
Bogra,2018-05-27,31
Bogra,2018-05-28,28.2
Bogra,2018-05-29,28.4
Bogra,2018-05-30,29.3
Bogra,2018-05-31,26.7
Bogra,2018-06-01,25.5
Bogra,2018-06-02,28.9
Bogra,2018-06-03,28.2
Bogra,2018-06-04,30.7
Bogra,2018-06-05,29.4
Bogra,2018-06-06,29.4
Bogra,2018-06-07,30.4
Bogra,2018-06-08,28.6
Bogra,2018-06-09,32
Bogra,2018-06-10,30.6
Bogra,2018-06-11,30.8
Bogra,2018-06-12,30.4
Bogra,2018-06-13,30.1
Bogra,2018-06-14,30.8
Bogra,2018-06-15,30
Bogra,2018-06-16,28.5
Bogra,2018-06-17,29.5
Bogra,2018-06-18,29.7
Bogra,2018-06-19,27.3
Bogra,2018-06-20,30.2
Bogra,2018-06-21,31.6
Bogra,2018-06-22,31.2
Bogra,2018-06-23,30.2
Bogra,2018-06-24,29
Bogra,2018-06-25,28.8
Bogra,2018-06-26,29.1
Bogra,2018-06-27,28.8
Bogra,2018-06-28,28.7
Bogra,2018-06-29,29.8
Bogra,2018-06-30,30.6
Bogra,2018-07-01,28
Bogra,2018-07-02,28.5
Bogra,2018-07-03,27.3
Bogra,2018-07-04,28.6
Bogra,2018-07-05,29.7
Bogra,2018-07-06,30.1
Bogra,2018-07-07,31.3
Bogra,2018-07-08,29.9
Bogra,2018-07-09,29.7
Bogra,2018-07-10,29.6
Bogra,2018-07-11,30.3
Bogra,2018-07-12,30.3
Bogra,2018-07-13,29.8
Bogra,2018-07-14,30.7
Bogra,2018-07-15,30.6
Bogra,2018-07-16,29.6
Bogra,2018-07-17,29.7
Bogra,2018-07-18,30.9
Bogra,2018-07-19,33.3
Bogra,2018-07-20,31.7
Bogra,2018-07-21,29.9
Bogra,2018-07-22,28.3
Bogra,2018-07-23,28.2
Bogra,2018-07-24,27
Bogra,2018-07-25,28
Bogra,2018-07-26,28.7
Bogra,2018-07-27,28.2
Bogra,2018-07-28,28.3
Bogra,2018-07-29,28.3
Bogra,2018-07-30,27.7
Bogra,2018-07-31,27.4
Bogra,2018-08-01,28.8
Bogra,2018-08-02,28
Bogra,2018-08-03,27.4
Bogra,2018-08-04,28.8
Bogra,2018-08-05,30.2
Bogra,2018-08-06,29.5
Bogra,2018-08-07,29.7
Bogra,2018-08-08,29.3
Bogra,2018-08-09,30
Bogra,2018-08-10,29.7
Bogra,2018-08-11,30.2
Bogra,2018-08-12,29.9
Bogra,2018-08-13,30.3
Bogra,2018-08-14,30.6
Bogra,2018-08-15,31.1
Bogra,2018-08-16,30.1
Bogra,2018-08-17,31.2
Bogra,2018-08-18,32.3
Bogra,2018-08-19,32.5
Bogra,2018-08-20,29.6
Bogra,2018-08-21,29.3
Bogra,2018-08-22,29.7
Bogra,2018-08-23,30.6
Bogra,2018-08-24,28.4
Bogra,2018-08-25,29.8
Bogra,2018-08-26,30
Bogra,2018-08-27,29.8
Bogra,2018-08-28,29.5
Bogra,2018-08-29,30
Bogra,2018-08-30,30.4
Bogra,2018-08-31,30.7
Bogra,2018-09-01,30.2
Bogra,2018-09-02,28.3
Bogra,2018-09-03,28.7
Bogra,2018-09-04,29.7
Bogra,2018-09-05,30
Bogra,2018-09-06,29.5
Bogra,2018-09-07,29.1
Bogra,2018-09-08,30.1
Bogra,2018-09-09,30
Bogra,2018-09-10,28.7
Bogra,2018-09-11,28.7
Bogra,2018-09-12,28.6
Bogra,2018-09-13,27.7
Bogra,2018-09-14,28.5
Bogra,2018-09-15,29
Bogra,2018-09-16,29.9
Bogra,2018-09-17,30.7
Bogra,2018-09-18,30.9
Bogra,2018-09-19,31
Bogra,2018-09-20,27.8
Bogra,2018-09-21,28
Bogra,2018-09-22,29.1
Bogra,2018-09-23,30.2
Bogra,2018-09-24,30.5
Bogra,2018-09-25,29.9
Bogra,2018-09-26,29.3
Bogra,2018-09-27,30.5
Bogra,2018-09-28,30.1
Bogra,2018-09-29,30.8
Bogra,2018-09-30,30.6
Bogra,2018-10-01,30.2
Bogra,2018-10-02,29.8
Bogra,2018-10-03,29.2
Bogra,2018-10-04,29
Bogra,2018-10-05,28.7
Bogra,2018-10-06,28.3
Bogra,2018-10-07,28.4
Bogra,2018-10-08,28.1
Bogra,2018-10-09,28
Bogra,2018-10-10,26.9
Bogra,2018-10-11,24.2
Bogra,2018-10-12,24
Bogra,2018-10-13,23.6
Bogra,2018-10-14,25.8
Bogra,2018-10-15,26.5
Bogra,2018-10-16,25.5
Bogra,2018-10-17,26.3
Bogra,2018-10-18,26.8
Bogra,2018-10-19,27.4
Bogra,2018-10-20,27.3
Bogra,2018-10-21,26.9
Bogra,2018-10-22,26.8
Bogra,2018-10-23,26.6
Bogra,2018-10-24,26.2
Bogra,2018-10-25,25.2
Bogra,2018-10-26,25.6
Bogra,2018-10-27,26.5
Bogra,2018-10-28,24
Bogra,2018-10-29,24.7
Bogra,2018-10-30,26.7
Bogra,2018-10-31,26.9
Bogra,2018-11-01,27.1
Bogra,2018-11-02,26.8
Bogra,2018-11-03,26.7
Bogra,2018-11-04,26.7
Bogra,2018-11-05,26.8
Bogra,2018-11-06,25.3
Bogra,2018-11-07,24.5
Bogra,2018-11-08,23.7
Bogra,2018-11-09,23.7
Bogra,2018-11-10,23
Bogra,2018-11-11,24
Bogra,2018-11-12,23.8
Bogra,2018-11-13,23.3
Bogra,2018-11-14,23.2
Bogra,2018-11-15,24
Bogra,2018-11-16,24.1
Bogra,2018-11-17,22.3
Bogra,2018-11-18,22.2
Bogra,2018-11-19,21.5
Bogra,2018-11-20,21.9
Bogra,2018-11-21,22.1
Bogra,2018-11-22,22
Bogra,2018-11-23,22.1
Bogra,2018-11-24,22.2
Bogra,2018-11-25,22.7
Bogra,2018-11-26,22.2
Bogra,2018-11-27,22.7
Bogra,2018-11-28,22.9
Bogra,2018-11-29,22.5
Bogra,2018-11-30,22.1
Bogra,2018-12-01,22.1
Bogra,2018-12-02,21.5
Bogra,2018-12-03,20.5
Bogra,2018-12-04,21.1
Bogra,2018-12-05,20.7
Bogra,2018-12-06,20.5
Bogra,2018-12-07,19.8
Bogra,2018-12-08,19.6
Bogra,2018-12-09,20
Bogra,2018-12-10,20.4
Bogra,2018-12-11,20.1
Bogra,2018-12-12,20.3
Bogra,2018-12-13,20.6
Bogra,2018-12-14,20.4
Bogra,2018-12-15,20.4
Bogra,2018-12-16,21.2
Bogra,2018-12-17,19.7
Bogra,2018-12-18,16.9
Bogra,2018-12-19,17.9
Bogra,2018-12-20,17.9
Bogra,2018-12-21,18.1
Bogra,2018-12-22,18.6
Bogra,2018-12-23,19.3
Bogra,2018-12-24,18.8
Bogra,2018-12-25,17.6
Bogra,2018-12-26,16.5
Bogra,2018-12-27,16.5
Bogra,2018-12-28,14.8
Bogra,2018-12-29,15.1
Bogra,2018-12-30,17.5
Bogra,2018-12-31,17.4
Bogra,2019-01-01,17.6
Bogra,2019-01-02,17.7
Bogra,2019-01-03,17.4
Bogra,2019-01-04,16.5
Bogra,2019-01-05,17.7
Bogra,2019-01-06,17.8
Bogra,2019-01-07,18.3
Bogra,2019-01-08,17.9
Bogra,2019-01-09,17.8
Bogra,2019-01-10,16.8
Bogra,2019-01-11,17.5
Bogra,2019-01-12,18.4
Bogra,2019-01-13,18.6
Bogra,2019-01-14,18.3
Bogra,2019-01-15,17.3
Bogra,2019-01-16,18.1
Bogra,2019-01-17,18
Bogra,2019-01-18,18.1
Bogra,2019-01-19,18.3
Bogra,2019-01-20,18.5
Bogra,2019-01-21,19.2
Bogra,2019-01-22,19.2
Bogra,2019-01-23,20.4
Bogra,2019-01-24,20.6
Bogra,2019-01-25,21.8
Bogra,2019-01-26,22.7
Bogra,2019-01-27,21.8
Bogra,2019-01-28,20.3
Bogra,2019-01-29,17
Bogra,2019-01-30,16.8
Bogra,2019-01-31,18.9
Bogra,2019-02-01,19.2
Bogra,2019-02-02,19.7
Bogra,2019-02-03,19.6
Bogra,2019-02-04,18.9
Bogra,2019-02-05,19.4
Bogra,2019-02-06,18.9
Bogra,2019-02-07,20.2
Bogra,2019-02-08,20.6
Bogra,2019-02-09,19.1
Bogra,2019-02-10,17.7
Bogra,2019-02-11,19.1
Bogra,2019-02-12,20.4
Bogra,2019-02-13,21.7
Bogra,2019-02-14,22.2
Bogra,2019-02-15,22.2
Bogra,2019-02-16,22
Bogra,2019-02-17,20.6
Bogra,2019-02-18,19.5
Bogra,2019-02-19,21.3
Bogra,2019-02-20,22
Bogra,2019-02-21,23
Bogra,2019-02-22,23.8
Bogra,2019-02-23,24.4
Bogra,2019-02-24,21.4
Bogra,2019-02-25,22.4
Bogra,2019-02-26,22.4
Bogra,2019-02-27,19.1
Bogra,2019-02-28,19
Bogra,2019-03-01,18.7
Bogra,2019-03-02,20
Bogra,2019-03-03,21.4
Bogra,2019-03-04,21.7
Bogra,2019-03-05,22.1
Bogra,2019-03-06,22.5
Bogra,2019-03-07,21.6
Bogra,2019-03-08,21.4
Bogra,2019-03-09,22.2
Bogra,2019-03-10,24.7
Bogra,2019-03-11,25.3
Bogra,2019-03-12,26
Bogra,2019-03-13,26.4
Bogra,2019-03-14,26.7
Bogra,2019-03-15,27.6
Bogra,2019-03-16,26.8
Bogra,2019-03-17,27.1
Bogra,2019-03-18,25
Bogra,2019-03-19,25.8
Bogra,2019-03-20,26
Bogra,2019-03-21,27.2
Bogra,2019-03-22,27.3
Bogra,2019-03-23,26
Bogra,2019-03-24,25.8
Bogra,2019-03-25,27.2
Bogra,2019-03-26,26
Bogra,2019-03-27,25.7
Bogra,2019-03-28,26.8
Bogra,2019-03-29,27.5
Bogra,2019-03-30,27
Bogra,2019-03-31,25
Bogra,2019-04-01,24.3
Bogra,2019-04-02,23.7
Bogra,2019-04-03,24.5
Bogra,2019-04-04,25.5
Bogra,2019-04-05,26.2
Bogra,2019-04-06,24.1
Bogra,2019-04-07,24.4
Bogra,2019-04-08,24.9
Bogra,2019-04-09,21.9
Bogra,2019-04-10,25
Bogra,2019-04-11,27.4
Bogra,2019-04-12,28.7
Bogra,2019-04-13,26.6
Bogra,2019-04-14,28.3
Bogra,2019-04-15,27.9
Bogra,2019-04-16,28.7
Bogra,2019-04-17,27.7
Bogra,2019-04-18,27.3
Bogra,2019-04-19,28.9
Bogra,2019-04-20,28.5
Bogra,2019-04-21,27.6
Bogra,2019-04-22,28.4
Bogra,2019-04-23,29.4
Bogra,2019-04-24,30.7
Bogra,2019-04-25,31.1
Bogra,2019-04-26,28.5
Bogra,2019-04-27,29.6
Bogra,2019-04-28,29.6
Bogra,2019-04-29,31.2
Bogra,2019-04-30,30.5
Bogra,2019-05-01,31.2
Bogra,2019-05-02,30.9
Bogra,2019-05-03,25.7
Bogra,2019-05-04,23.9
Bogra,2019-05-05,29.1
Bogra,2019-05-06,31.2
Bogra,2019-05-07,31
Bogra,2019-05-08,31.5
Bogra,2019-05-09,31.9
Bogra,2019-05-10,31.9
Bogra,2019-05-11,31.3
Bogra,2019-05-12,30.2
Bogra,2019-05-13,28.5
Bogra,2019-05-14,28.7
Bogra,2019-05-15,28.8
Bogra,2019-05-16,29.1
Bogra,2019-05-17,27.7
Bogra,2019-05-18,29.1
Bogra,2019-05-19,29.5
Bogra,2019-05-20,29.2
Bogra,2019-05-21,30.6
Bogra,2019-05-22,29.2
Bogra,2019-05-23,27.8
Bogra,2019-05-24,26.4
Bogra,2019-05-25,26.2
Bogra,2019-05-26,30.7
Bogra,2019-05-27,30.2
Bogra,2019-05-28,29.5
Bogra,2019-05-29,30.7
Bogra,2019-05-30,29.6
Bogra,2019-05-31,27.5
Bogra,2019-06-01,28.3
Bogra,2019-06-02,23.7
Bogra,2019-06-03,25.3
Bogra,2019-06-04,28.5
Bogra,2019-06-05,28
Bogra,2019-06-06,29
Bogra,2019-06-07,30
Bogra,2019-06-08,30.1
Bogra,2019-06-09,30.5
Bogra,2019-06-10,31.5
Bogra,2019-06-11,29
Bogra,2019-06-12,31.9
Bogra,2019-06-13,29.6
Bogra,2019-06-14,30.4
Bogra,2019-06-15,28.2
Bogra,2019-06-16,31.5
Bogra,2019-06-17,28.7
Bogra,2019-06-18,29.6
Bogra,2019-06-19,32
Bogra,2019-06-20,31.1
Bogra,2019-06-21,29.4
Bogra,2019-06-22,29.2
Bogra,2019-06-23,31.3
Bogra,2019-06-24,32
Bogra,2019-06-25,31.9
Bogra,2019-06-26,28.8
Bogra,2019-06-27,29.1
Bogra,2019-06-28,29.6
Bogra,2019-06-29,30.2
Bogra,2019-06-30,31.1
Bogra,2019-07-01,30.9
Bogra,2019-07-02,29.3
Bogra,2019-07-03,29.3
Bogra,2019-07-04,30.1
Bogra,2019-07-05,30.1
Bogra,2019-07-06,29
Bogra,2019-07-07,27.9
Bogra,2019-07-08,28.1
Bogra,2019-07-09,28
Bogra,2019-07-10,28.1
Bogra,2019-07-11,27
Bogra,2019-07-12,28.9
Bogra,2019-07-13,27.8
Bogra,2019-07-14,27.9
Bogra,2019-07-15,26.5
Bogra,2019-07-16,28.9
Bogra,2019-07-17,30.6
Bogra,2019-07-18,29.9
Bogra,2019-07-19,30.7
Bogra,2019-07-20,31.5
Bogra,2019-07-21,31.6
Bogra,2019-07-22,31.2
Bogra,2019-07-23,29.2
Bogra,2019-07-24,28.3
Bogra,2019-07-25,28.9
Bogra,2019-07-26,28.2
Bogra,2019-07-27,28.3
Bogra,2019-07-28,29.7
Bogra,2019-07-29,29.6
Bogra,2019-07-30,29.9
Bogra,2019-07-31,29.5
Bogra,2019-08-01,29.5
Bogra,2019-08-02,29.8
Bogra,2019-08-03,30.4
Bogra,2019-08-04,31.1
Bogra,2019-08-05,32.1
Bogra,2019-08-06,31.9
Bogra,2019-08-07,30.1
Bogra,2019-08-08,28
Bogra,2019-08-09,30.2
Bogra,2019-08-10,30.9
Bogra,2019-08-11,31.9
Bogra,2019-08-12,31.6
Bogra,2019-08-13,28.4
Bogra,2019-08-14,27.7
Bogra,2019-08-15,28.8
Bogra,2019-08-16,28.7
Bogra,2019-08-17,29
Bogra,2019-08-18,29.2
Bogra,2019-08-19,30.2
Bogra,2019-08-20,31.1
Bogra,2019-08-21,31.7
Bogra,2019-08-22,30.2
Bogra,2019-08-23,29.6
Bogra,2019-08-24,29.3
Bogra,2019-08-25,30.4
Bogra,2019-08-26,31.3
Bogra,2019-08-27,31.4
Bogra,2019-08-28,31.1
Bogra,2019-08-29,30.6
Bogra,2019-08-30,31.4
Bogra,2019-08-31,30.3
Bogra,2019-09-01,31.5
Bogra,2019-09-02,31
Bogra,2019-09-03,30
Bogra,2019-09-04,30
Bogra,2019-09-05,30.3
Bogra,2019-09-06,30.4
Bogra,2019-09-07,29.2
Bogra,2019-09-08,29.2
Bogra,2019-09-09,29.3
Bogra,2019-09-10,30.6
Bogra,2019-09-11,30.1
Bogra,2019-09-12,27.6
Bogra,2019-09-13,27.3
Bogra,2019-09-14,29.9
Bogra,2019-09-15,29.5
Bogra,2019-09-16,28.2
Bogra,2019-09-17,28.4
Bogra,2019-09-18,29
Bogra,2019-09-19,30.5
Bogra,2019-09-20,31
Bogra,2019-09-21,30.9
Bogra,2019-09-22,29.1
Bogra,2019-09-23,27.5
Bogra,2019-09-24,27.2
Bogra,2019-09-25,25.8
Bogra,2019-09-26,27.6
Bogra,2019-09-27,27.6
Bogra,2019-09-28,25.6
Bogra,2019-09-29,25.2
Bogra,2019-09-30,25.2
Bogra,2019-10-01,27.7
Bogra,2019-10-02,27.8
Bogra,2019-10-03,27.8
Bogra,2019-10-04,28.5
Bogra,2019-10-05,29
Bogra,2019-10-06,28.1
Bogra,2019-10-07,27.9
Bogra,2019-10-08,26.4
Bogra,2019-10-09,25.2
Bogra,2019-10-10,26.4
Bogra,2019-10-11,27.5
Bogra,2019-10-12,28.3
Bogra,2019-10-13,27.5
Bogra,2019-10-14,27.4
Bogra,2019-10-15,28.2
Bogra,2019-10-16,28.6
Bogra,2019-10-17,28.5
Bogra,2019-10-18,28.9
Bogra,2019-10-19,29
Bogra,2019-10-20,28.4
Bogra,2019-10-21,26.9
Bogra,2019-10-22,26.9
Bogra,2019-10-23,26.4
Bogra,2019-10-24,21.7
Bogra,2019-10-25,21
Bogra,2019-10-26,22.7
Bogra,2019-10-27,24.4
Bogra,2019-10-28,24.7
Bogra,2019-10-29,25.5
Bogra,2019-10-30,26.5
Bogra,2019-10-31,26.2
Bogra,2019-11-01,26
Bogra,2019-11-02,26.4
Bogra,2019-11-03,26
Bogra,2019-11-04,26.2
Bogra,2019-11-05,26.1
Bogra,2019-11-06,24.5
Bogra,2019-11-07,25
Bogra,2019-11-08,25.6
Bogra,2019-11-09,24.5
Bogra,2019-11-10,24.5
Bogra,2019-11-11,25.3
Bogra,2019-11-12,24.8
Bogra,2019-11-13,25
Bogra,2019-11-14,25.5
Bogra,2019-11-15,25.6
Bogra,2019-11-16,24.7
Bogra,2019-11-17,23.8
Bogra,2019-11-18,23.7
Bogra,2019-11-19,22.7
Bogra,2019-11-20,22
Bogra,2019-11-21,23.3
Bogra,2019-11-22,23
Bogra,2019-11-23,22.4
Bogra,2019-11-24,22.7
Bogra,2019-11-25,23.5
Bogra,2019-11-26,23.1
Bogra,2019-11-27,23.6
Bogra,2019-11-28,24
Bogra,2019-11-29,23.6
Bogra,2019-11-30,22.4
Bogra,2019-12-01,21.4
Bogra,2019-12-02,20.7
Bogra,2019-12-03,20.6
Bogra,2019-12-04,21.1
Bogra,2019-12-05,21.9
Bogra,2019-12-06,22.1
Bogra,2019-12-07,21.6
Bogra,2019-12-08,21.3
Bogra,2019-12-09,20.3
Bogra,2019-12-10,20.1
Bogra,2019-12-11,19.4
Bogra,2019-12-12,19.6
Bogra,2019-12-13,20.3
Bogra,2019-12-14,19.5
Bogra,2019-12-15,20.5
Bogra,2019-12-16,20.7
Bogra,2019-12-17,18.3
Bogra,2019-12-18,15.5
Bogra,2019-12-19,16
Bogra,2019-12-20,14.7
Bogra,2019-12-21,14.5
Bogra,2019-12-22,16.1
Bogra,2019-12-23,16
Bogra,2019-12-24,15.4
Bogra,2019-12-25,15.8
Bogra,2019-12-26,16.4
Bogra,2019-12-27,13.5
Bogra,2019-12-28,14.7
Bogra,2019-12-29,16.3
Bogra,2019-12-30,16.8
Bogra,2019-12-31,19.1
Bogra,2020-01-01,20.9
Bogra,2020-01-02,21.2
Bogra,2020-01-03,19.5
Bogra,2020-01-04,18.3
Bogra,2020-01-05,16.8
Bogra,2020-01-06,13.2
Bogra,2020-01-07,14
Bogra,2020-01-08,17.2
Bogra,2020-01-09,18.1
Bogra,2020-01-10,16.8
Bogra,2020-01-11,16.3
Bogra,2020-01-12,15
Bogra,2020-01-13,16.8
Bogra,2020-01-14,17.8
Bogra,2020-01-15,18.2
Bogra,2020-01-16,19
Bogra,2020-01-17,20.1
Bogra,2020-01-18,20.5
Bogra,2020-01-19,17.7
Bogra,2020-01-20,16.2
Bogra,2020-01-21,16
Bogra,2020-01-22,15.5
Bogra,2020-01-23,16.4
Bogra,2020-01-24,16
Bogra,2020-01-25,16.5
Bogra,2020-01-26,16.6
Bogra,2020-01-27,15.9
Bogra,2020-01-28,17.1
Bogra,2020-01-29,19.3
Bogra,2020-01-30,20.6
Bogra,2020-01-31,18.6
Bogra,2020-02-01,17.6
Bogra,2020-02-02,16.2
Bogra,2020-02-03,16.6
Bogra,2020-02-04,18.1
Bogra,2020-02-05,17.5
Bogra,2020-02-06,17.8
Bogra,2020-02-07,18
Bogra,2020-02-08,18.7
Bogra,2020-02-09,19.3
Bogra,2020-02-10,18.3
Bogra,2020-02-11,18.9
Bogra,2020-02-12,18.6
Bogra,2020-02-13,18.5
Bogra,2020-02-14,19.7
Bogra,2020-02-15,21.3
Bogra,2020-02-16,20.2
Bogra,2020-02-17,20.9
Bogra,2020-02-18,21.3
Bogra,2020-02-19,21
Bogra,2020-02-20,21.8
Bogra,2020-02-21,22.4
Bogra,2020-02-22,22.8
Bogra,2020-02-23,23.2
Bogra,2020-02-24,20
Bogra,2020-02-25,19.6
Bogra,2020-02-26,20.7
Bogra,2020-02-27,19.8
Bogra,2020-02-28,22.3
Bogra,2020-03-01,24
Bogra,2020-03-02,23.4
Bogra,2020-03-03,24.1
Bogra,2020-03-04,23
Bogra,2020-03-05,23.4
Bogra,2020-03-06,22.8
Bogra,2020-03-07,22.6
Bogra,2020-03-08,23.5
Bogra,2020-03-09,22.6
Bogra,2020-03-10,23.1
Bogra,2020-03-11,24
Bogra,2020-03-12,25.4
Bogra,2020-03-13,27.1
Bogra,2020-03-14,22.8
Bogra,2020-03-15,22.4
Bogra,2020-03-16,25
Bogra,2020-03-17,24.5
Bogra,2020-03-18,24.4
Bogra,2020-03-19,25.2
Bogra,2020-03-20,25.8
Bogra,2020-03-21,25.6
Bogra,2020-03-22,22.1
Bogra,2020-03-23,24.2
Bogra,2020-03-24,25.1
Bogra,2020-03-25,26.2
Bogra,2020-03-26,27.3
Bogra,2020-03-27,28.2
Bogra,2020-03-28,28
Bogra,2020-03-29,26.8
Bogra,2020-03-30,26.6
Bogra,2020-03-31,26.8
Bogra,2020-04-01,28.1
Bogra,2020-04-02,29.1
Bogra,2020-04-03,27.8
Bogra,2020-04-04,27.6
Bogra,2020-04-05,27.7
Bogra,2020-04-06,28.6
Bogra,2020-04-07,29.6
Bogra,2020-04-08,29.2
Bogra,2020-04-09,29.1
Bogra,2020-04-10,29.7
Bogra,2020-04-11,27.6
Bogra,2020-04-12,25.2
Bogra,2020-04-13,28.5
Bogra,2020-04-14,29.7
Bogra,2020-04-15,23.2
Bogra,2020-04-16,26
Bogra,2020-04-17,24.6
Bogra,2020-04-18,25.4
Bogra,2020-04-19,27.3
Bogra,2020-04-20,26.2
Bogra,2020-04-21,24.1
Bogra,2020-04-22,25.1
Bogra,2020-04-23,25.6
Bogra,2020-04-24,25.1
Bogra,2020-04-25,25.3
Bogra,2020-04-26,25.3
Bogra,2020-04-27,27.5
Bogra,2020-04-28,23
Bogra,2020-04-29,26.3
Bogra,2020-04-30,26.6
Bogra,2020-05-01,26.6
Bogra,2020-05-02,23.9
Bogra,2020-05-03,27.6
Bogra,2020-05-04,28.7
Bogra,2020-05-05,26.7
Bogra,2020-05-06,25.7
Bogra,2020-05-07,24.9
Bogra,2020-05-08,25.9
Bogra,2020-05-09,28.9
Bogra,2020-05-10,28.5
Bogra,2020-05-11,29.5
Bogra,2020-05-12,31
Bogra,2020-05-13,29.6
Bogra,2020-05-14,28.3
Bogra,2020-05-15,28.7
Bogra,2020-05-16,28.5
Bogra,2020-05-17,29.5
Bogra,2020-05-18,30.2
Bogra,2020-05-19,30.3
Bogra,2020-05-20,25.6
Bogra,2020-05-21,24.7
Bogra,2020-05-22,26.6
Bogra,2020-05-23,30.3
Bogra,2020-05-24,30.2
Bogra,2020-05-25,28.7
Bogra,2020-05-26,28.2
Bogra,2020-05-27,23.9
Bogra,2020-05-28,26.5
Bogra,2020-05-29,28.2
Bogra,2020-05-30,26.3
Bogra,2020-05-31,29.1
Bogra,2020-06-01,28.7
Bogra,2020-06-02,30.5
Bogra,2020-06-03,29.6
Bogra,2020-06-04,27.1
Bogra,2020-06-05,27.9
Bogra,2020-06-06,30.2
Bogra,2020-06-07,30.6
Bogra,2020-06-08,30.8
Bogra,2020-06-09,31.6
Bogra,2020-06-10,30.9
Bogra,2020-06-11,30.1
Bogra,2020-06-12,29
Bogra,2020-06-13,27.9
Bogra,2020-06-14,30.1
Bogra,2020-06-15,28.6
Bogra,2020-06-16,29.8
Bogra,2020-06-17,27.9
Bogra,2020-06-18,28.2
Bogra,2020-06-19,28.3
Bogra,2020-06-20,28.6
Bogra,2020-06-21,28.6
Bogra,2020-06-22,29.3
Bogra,2020-06-23,30.4
Bogra,2020-06-24,31.3
Bogra,2020-06-25,29.2
Bogra,2020-06-26,28.3
Bogra,2020-06-27,29.2
Bogra,2020-06-28,27.8
Bogra,2020-06-29,29.5
Bogra,2020-06-30,30.7
Bogra,2020-07-01,31.2
Bogra,2020-07-02,30.4
Bogra,2020-07-03,29.5
Bogra,2020-07-04,30.3
Bogra,2020-07-05,29.7
Bogra,2020-07-06,29.5
Bogra,2020-07-07,30.1
Bogra,2020-07-08,30.9
Bogra,2020-07-09,28.8
Bogra,2020-07-10,28.7
Bogra,2020-07-11,28.4
Bogra,2020-07-12,27.6
Bogra,2020-07-13,27.7
Bogra,2020-07-14,29.4
Bogra,2020-07-15,29.6
Bogra,2020-07-16,31
Bogra,2020-07-17,31.1
Bogra,2020-07-18,30.5
Bogra,2020-07-19,28.2
Bogra,2020-07-20,27.3
Bogra,2020-07-21,27.9
Bogra,2020-07-22,28.2
Bogra,2020-07-23,28.4
Bogra,2020-07-24,28.4
Bogra,2020-07-25,29.7
Bogra,2020-07-26,31.8
Bogra,2020-07-27,27.4
Bogra,2020-07-28,28.8
Bogra,2020-07-29,28.8
Bogra,2020-07-30,30.2
Bogra,2020-07-31,29.7
Bogra,2020-08-01,30.8
Bogra,2020-08-02,31.1
Bogra,2020-08-03,32.3
Bogra,2020-08-04,30.9
Bogra,2020-08-05,31.6
Bogra,2020-08-06,30.4
Bogra,2020-08-07,31.3
Bogra,2020-08-08,30.9
Bogra,2020-08-09,31
Bogra,2020-08-10,31.3
Bogra,2020-08-11,30.9
Bogra,2020-08-12,30.5
Bogra,2020-08-13,31
Bogra,2020-08-14,31.2
Bogra,2020-08-15,28.9
Bogra,2020-08-16,29
Bogra,2020-08-17,29.7
Bogra,2020-08-18,29.1
Bogra,2020-08-19,29.9
Bogra,2020-08-20,28.3
Bogra,2020-08-21,27.8
Bogra,2020-08-22,28.4
Bogra,2020-08-23,28.5
Bogra,2020-08-24,30.1
Bogra,2020-08-25,30.7
Bogra,2020-08-26,30
Bogra,2020-08-27,29.3
Bogra,2020-08-28,29
Bogra,2020-08-29,30.4
Bogra,2020-08-30,31
Bogra,2020-08-31,30.6
Bogra,2020-09-01,26.8
Bogra,2020-09-02,29.5
Bogra,2020-09-03,30.3
Bogra,2020-09-04,31.4
Bogra,2020-09-05,31
Bogra,2020-09-06,28.7
Bogra,2020-09-07,26.2
Bogra,2020-09-08,28.6
Bogra,2020-09-09,29.9
Bogra,2020-09-10,28.4
Bogra,2020-09-11,28.9
Bogra,2020-09-12,29.7
Bogra,2020-09-13,29.6
Bogra,2020-09-14,29.4
Bogra,2020-09-15,29.6
Bogra,2020-09-16,29.9
Bogra,2020-09-17,28.3
Bogra,2020-09-18,27.4
Bogra,2020-09-19,31.1
Bogra,2020-09-20,31.8
Bogra,2020-09-21,28.9
Bogra,2020-09-22,27.4
Bogra,2020-09-23,28.3
Bogra,2020-09-24,27.7
Bogra,2020-09-25,28.1
Bogra,2020-09-26,28.7
Bogra,2020-09-27,28.9
Bogra,2020-09-28,29.8
Bogra,2020-09-29,30.1
Bogra,2020-09-30,29.6
Bogra,2020-10-01,28.4
Bogra,2020-10-02,28.5
Bogra,2020-10-03,28.7
Bogra,2020-10-04,29.7
Bogra,2020-10-05,28.4
Bogra,2020-10-06,27.7
Bogra,2020-10-07,27
Bogra,2020-10-08,29
Bogra,2020-10-09,30.5
Bogra,2020-10-10,30.7
Bogra,2020-10-11,30
Bogra,2020-10-12,30
Bogra,2020-10-13,30.2
Bogra,2020-10-14,31
Bogra,2020-10-15,29.9
Bogra,2020-10-16,30.6
Bogra,2020-10-17,30.1
Bogra,2020-10-18,30.1
Bogra,2020-10-19,29.9
Bogra,2020-10-20,29.6
Bogra,2020-10-21,28.8
Bogra,2020-10-22,26.8
